Date,Time,Labels,Text (Click to drill to Message Detail),Engagement,Clicks,Replies,Likes,Retweets,Retweet Audience
1/18/2016,8:03 AM,Organization,Our offices are closed in honor of #MLKDay today. We will resume regular business hours tomorrow morning.,13,,2,8,3,5644
1/19/2016,1:40 PM,HomeReady,HomeReady expands access to credit while offering credit terms that support long-term housing sustainability: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,78,63,0,3,12,6954
1/19/2016,7:13 PM,Economic & Housing Outlook,"In his '16 Econ. + Housing Outlook, @D2_Duncan expects to see 2.2% econ. growth, 4% total home sales this year: http://fanniemae.com/portal/research-and-analysis/emma.html",33,24,1,5,3,2367
1/19/2016,12:36 PM,positioning and reputation,@OhioHousing @PinnacleHouses @taiby10 @BillyTsi @maliniw90th @ralph_stebenne @BenDursch @CFGOhio @c21_alliance Appreciate your RTs!,6,,1,4,1,231
1/19/2016,8:50 AM,HARP refi,"Chicago, NYC, Atlanta lead the list of metros with the most HARP loans guaranteed by us since April '09.",5,,0,1,4,1751
1/20/2016,4:28 PM,The Home Story,Is right now a good time to buy a home? Find out what @D2_Duncan says: http://www.thehomestory.com/is-now-the-right-time-to-buy-a-home/,59,50,0,1,8,6358
1/20/2016,8:36 AM,positioning and reputation,"Everyone's talking about Millennials. Get some of our economists', analysts' insights on this important demographic: http://fanniemaeblog.tumblr.com/tagged/Millennials",57,51,0,2,4,2463
1/20/2016,6:29 PM,positioning and reputation,"Are we connected on Facebook? Like us, check out our videos, and more: https://www.facebook.com/fanniemae",15,12,1,1,1,445
1/21/2016,12:37 PM,"HomeReady, The Home Story","American homeownership is changing, and the housing finance industry is changing with it: http://www.thehomestory.com/innovative-mortgage-product-from-fannie-mae-helps-more-borrowers-qualify/",80,65,0,6,9,5587
1/21/2016,9:28 AM,HomeReady,Now there's a mortgage for helping multi-generational and extended households to obtain homeownership: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,56,45,0,3,8,2963
1/21/2016,6:51 PM,HARP refi,"Homeowners, you still have time to refinance through HARP. Use this quiz to find out if you may qualify: http://www.knowyouroptions.com/refinance/home-affordable-refinance-program-quiz.",44,35,0,3,6,43791
1/21/2016,3:36 PM,The Home Story,"On @CNBCClosingBell, @kevinolearytv says Millennials ""don't give a poo-poo about owning a house."" Is he right? http://www.thehomestory.com/are-millennials-shunning-homeownership/",42,36,1,2,3,5754
1/21/2016,3:24 PM,positioning and reputation,@PHFAtweets @TanaTymesen @TCARNMRealtors @LynnCJohnson @PoliSciFiBlog @equijohn @MonteyNYCBroker @GinnyStopa Appreciate your RTs!,2,,0,1,1,3556
1/21/2016,3:23 PM,positioning and reputation,@loansbrad @TRISTANvsTEE @ujimasouth @CorianneScally @PrimeMaxNOW @JosephTalapin @Lluis321 @mikeclovergroup @madsennd Thx for the RTs!,1,,0,1,0,0
1/22/2016,10:12 AM,The Home Story,Research shows there's an opportunity for educating consumers about mortgage qualifications: http://www.thehomestory.com/what-consumers-dont-know-about-mortgage-qualification-criteria/  #infographic,28,23,0,1,4,378
1/22/2016,3:37 PM,The Home Story,More homebuyers want mobile tech while many lenders aren't planning mobile apps. Is 2016 the year this changes? http://www.thehomestory.com/shopping-for-a-home-loan-there-may-be-an-app-for-that/,22,19,0,2,1,2016
1/23/2016,3:39 PM,Mobile,The HOME by Fannie Mae #mobileapp can help you through the #homebuying process. Available on iPhone and Android: www.knowyouroptions.com/homeapp,38,28,0,8,2,163
1/24/2016,8:56 PM,HomeReady,HomeReady provides responsible flexibility for low- to mod-income creditworthy borrowers: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,106,65,0,12,29,13420
1/25/2016,10:06 AM,The Home Story,Many young adults may now be ready to enter homeownership. Here's what to expect as Millennials become homeowners: http://www.thehomestory.com/the-gradual-millennial-migration-into-homeownership/,135,111,0,8,16,10464
1/25/2016,7:40 PM,The Home Story,.@kevinolearytv says Millennials don't want to own a home. Here's why he may be wrong: http://www.thehomestory.com/are-millennials-shunning-homeownership/,57,50,0,3,4,10485
1/25/2016,1:39 PM,Multifamily,We issued $9.8 million in #multifamily MBS in Q4 2015: http://fanniemae.com/portal/about-us/media/financial-news/2016/6340.html #pressrelease,24,23,1,0,0,10188
1/25/2016,4:24 PM,positioning and reputation,@JaneColletti @fishtale13 @homeloansnv @sjcscamden @mnlakesrealtor @NJREOking @mysafetyfirst1 @CentralNJHomes @glennshimkus Thx for the RTs!,4,,0,2,2,979
1/26/2016,8:51 AM,positioning and reputation,"Are you on LinkedIn? So are we. Follow along for company news, industry updates, and more: https://www.linkedin.com/company/fannie-mae-corporation_19722",32,27,1,3,1,72
1/26/2016,8:11 PM,The Home Story,Chalk one up for #affordablehousing. A deal to help make New York City affordable for renters: http://www.thehomestory.com/a-deal-to-help-make-new-york-affordable-for-renters/ #StuyTown,26,17,1,2,6,4402
1/26/2016,1:20 PM,Organization,We're proud and humbled to be included in @div2000's list of top organizations for multicultural business: http://www.diversitybusiness.com/news/supplierdiversity/45201601.asp,19,12,0,2,5,2250
1/27/2016,2:43 PM,The Home Story,"While home sales to foreign nationals are small, they play a significant role in some real estate markets: http://www.thehomestory.com/going-global-the-impact-of-international-home-sales-on-real-estate-markets/",58,50,0,5,3,2869
1/27/2016,11:24 AM,positioning and reputation,@PTMaddiganEsq @marquaz @annemchambers @hallprophomes @melaniegamble @div2000 @AliciaRealtor21 @iamseangeygan Appreciate your RTs!,6,,0,6,0,0
1/28/2016,7:19 PM,The Home Story,How could foreign buyers of U.S. homes impact local real estate markets? Find out: http://www.thehomestory.com/going-global-the-impact-of-international-home-sales-on-real-estate-markets/,57,45,1,2,9,2305
1/28/2016,8:43 AM,Mobile,Ready to buy your first home? The HOME by Fannie Mae #mobileapp can help. Available on iPhone and Android: www.knowyouroptions.com/homeapp,40,32,0,3,5,6446
1/28/2016,3:34 PM,positioning and reputation,"Miss something? Stay on top of our latest updates, videos, and more. Like us on Facebook: facebook.com/fanniemae",15,12,1,0,2,87
1/29/2016,9:20 AM,HomeReady,Now there's a mortgage for helping multi-generational and extended households to obtain homeownership: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,95,70,1,9,15,41340
1/29/2016,12:35 PM,"Curation, positioning and reputation",Here are 5 ways you can pay off a mortgage early: https://www.totalmortgage.com/blog/borrower-tips/5-ways-to-pay-off-a-mortgage-loan-early/30789 Via @TotalMortgage.,95,79,2,4,10,2240
1/29/2016,2:48 PM,Weekly Note,Dec. new home sales capped best annual performance since 2007. Our latest weekly note: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_012916.pdf,73,52,0,8,13,3617
1/29/2016,3:49 PM,​,We're honored just to be included in such a list. Thank you! https://t.co/IL1lWEicNk,6,,0,3,3,1924
1/29/2016,11:29 AM,positioning and reputation,@LauraMormando @hollyarguelles @Stringrealest @prashantString @benirealtor @dcouchtrader @HtownHomeSales @agent_hector Thx for retweeting!,3,,0,2,1,1019
1/29/2016,1:59 PM,​,@CBarrazaHW Welcome to the beat! https://t.co/CN1hCqilV1,3,,1,2,0,0
1/30/2016,10:53 AM,positioning and reputation,What have our #economists + #analysts been looking into? Find out: http://fanniemaeblog.tumblr.com/,35,29,0,2,4,88913
1/31/2016,8:11 PM,HomeReady,HomeReady is for credit-worthy borrowers meeting our underwriting guidelines. Learn more: https://www.fanniemae.com/singlefamily/homeready,105,72,0,16,17,9330
2/1/2016,2:42 PM,"Curation, positioning and reputation",What factors can play a role in your credit score? Here's @myfico's take: http://www.myfico.com/CreditEducation/WhatsInYourScore.aspx,97,73,2,6,16,19134
2/1/2016,10:44 AM,Multifamily,"Our financing supported 569,000 #multifamily housing units in 2015: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6343.html",44,27,1,6,10,5228
2/1/2016,6:26 PM,The Home Story,Remembering Dr. King's role in fighting housing discrimination: http://www.thehomestory.com/what-you-need-to-know-about-mlks-fair-housing-legacy/ #BlackHistoryMonth,36,23,0,7,6,2713
2/1/2016,1:37 PM,positioning and reputation,@COREALTORS @Realtor_Kay @5staragents @CarrieBlueLO @Quagmire5766 @CorleyRealEst8 @JamesDeLaGarza @brandon_findley Appreciate your RTs!,3,,0,3,0,0
2/2/2016,12:47 PM,"FM Commentary, HomeReady",We're serving today's mortgage market by adding debt-to-income flexibility without adding incremental risk: http://fanniemae.com/portal/about-us/media/commentary/020116-lawless.html,57,41,0,4,12,5495
2/2/2016,8:24 PM,Multifamily,"In 2015, we provided $42.3B in financing to the #multifamily market: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6343.html",47,35,0,3,9,13908
2/2/2016,10:52 AM,positioning and reputation,@myfico @atchutneelam @PaulSianJD @InkwellClosings @marshamarsha77 @MariaSarvari @DanRivisto @Dwaynemw @TheMcVeyTeam Thx for retweeting!,2,,0,2,0,0
2/2/2016,1:54 PM,business support,"Andrew Bon Salle, our Single-Family Business EVP, comments on this important udpate: https://t.co/XMEzweDNZK https://t.co/ihocEA09ZJ",1,,0,0,1,318
2/3/2016,9:09 PM,"FM Commentary, HomeReady",Here's why allowing non-borrower income flexibility w/ our HomeReady mortgage can serve the needs of today's market: http://fanniemae.com/portal/about-us/media/commentary/020116-lawless.html,60,48,0,5,7,3216
2/3/2016,3:14 PM,The Home Story,"At this year's @IBSVegas, some homebuilders showed how they're trying to meet the needs of today's homebuyer: http://www.thehomestory.com/14889-2/",22,19,0,2,1,232
2/3/2016,1:14 PM,positioning and reputation,@MGIC @Dafocusedgemini @GranburyInfo @KarensMyRealtor @FCAGRP @DreamSeekers247 @mattmaisonRE @tonycilea @JoeWardTeam Appreciate your RTs!,4,,1,3,0,0
2/4/2016,7:47 PM,Mobile,Homeowner? Make sure you have the HOME by Fannie Mae #mobileapp. Available on iPhone and Android: www.knowyouroptions.com/homeapp,37,28,0,1,8,13557
2/4/2016,2:29 PM,positioning and reputation,Never miss our latest news and research. Like us on Facebook: https://www.facebook.com/fanniemae,25,21,0,2,2,2164
2/4/2016,8:56 AM,HomeReady,HomeReady provides responsible flexibility for low- to mod-income creditworthy borrowers: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,23,17,0,4,2,943
2/4/2016,11:02 AM,positioning and reputation,"We stand ready to address the mortgage needs of people in Flint, Mich., as this situation continues to develop.",17,,1,5,11,10649
2/4/2016,3:07 PM,positioning and reputation,@TotalMortgage @JimMulroy @rachaelhite @marvincolon @HelmutFleps @AdrianSilvaJr @MarkMcLear @walkingrealtor Thx for retweeting!,4,,0,3,1,1140
2/5/2016,9:04 PM,The Home Story,"As America becomes more diverse, lenders adapt to meet the needs of a changing country: http://www.thehomestory.com/the-business-case-for-why-lenders-are-embracing-diversity/",51,33,0,9,9,13117
2/5/2016,10:06 AM,Jobs Report,"What may today's #jobsreport say about housing and the economy, in '16? @D2_Duncan comments: http://fanniemaeblog.tumblr.com/post/138730705512/following-outsized-gains-during-the-fourth-quarter",41,28,2,3,8,10158
2/5/2016,12:22 PM,positioning and reputation,@cbrelasvegas @loanscamalert @jegansekar @arosamilia @earlworthington @edscrow @HighBluffHLC @renee_pomonis @synergymtg Appreciate your RTs!,1,,0,1,0,0
2/6/2016,8:44 PM,"FM Commentary, HomeReady","Our HomeReady mortgage supports extended households, without adding incremental risk:  http://fanniemae.com/portal/about-us/media/commentary/020116-lawless.html",38,27,1,6,4,22316
2/7/2016,3:55 PM,Multifamily,"In 2015, we continued financing #multifamily units for affordable or workforce housing: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6343.html",29,21,0,2,6,1701
2/8/2016,7:27 PM,The Home Story,"Here are the ""hottest"" housing markets for '16, according to @realtordotcom and @trulia: http://www.thehomestory.com/14825-2/",99,88,0,1,10,128796
2/8/2016,8:38 AM,HPSI,Home Purchase Sentiment Index dips 1.7 points in Jan. as reported income growth drops: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,58,38,0,5,15,138866
2/8/2016,4:38 PM,HPSI,Fewer consumers (61%) say it's a good time to buy a home as Home Purchase Sentiment Index slips in Jan.: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,28,23,0,1,4,22865
2/8/2016,8:33 AM,HPSI,Home Purchase Sentiment Index dips 1.7 points in Jan. as reported income growth drops: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,3,3,0,,,0
2/8/2016,1:57 PM,positioning and reputation,@lebas_janney @motojt @traci_gorman @carlsemmes @thehawaiiguy @Payne_Realtors @NicoleKwNEPA @chrissadaloo @CaryforSale Appreciate your RTs!,2,,0,2,0,0
2/9/2016,2:13 PM,HPSI,Home Purchase Sentiment Index down in Jan. as fewer consumers report income growth: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,40,27,0,3,10,14324
2/9/2016,8:43 PM,The Home Story,Over 1/3 of new U.S. households being created by 2024 will be Hispanic households. How are lenders responding? http://www.thehomestory.com/the-business-case-for-why-lenders-are-embracing-diversity/,25,19,0,3,3,567
2/9/2016,9:30 AM,"Curation, HomeReady",Multigenerational households are one of the reasons we created HomeReady: https://t.co/YxHsAo1sye https://t.co/9joIxKOuns,5,,1,1,3,1190
2/9/2016,1:26 PM,positioning and reputation,@NAHREPsf @RealtorQ @Mylene_Le_Bail @becerrarafael @ChuckFobes @EltonMayfield @HollyAnzano @runninrobin @erinnstumpf Thx for retweeting!,2,,0,2,0,0
2/10/2016,6:23 PM,The Home Story,Consumers' lack of mortgage knowledge is an opportunity for lenders: http://www.thehomestory.com/14934-2/,88,72,2,6,8,520
2/10/2016,10:31 AM,Capital Markets,Our 4th non-performing loan sale totals $1.32 billion in unpaid principal balance. http://fanniemae.com/portal/about-us/media/financial-news/2016/6347.html,41,34,1,2,4,451
2/10/2016,3:52 PM,positioning and reputation,Stay on top of what consumers are telling us in one easy-to-follow place: http://fanniemaeblog.tumblr.com/tagged/consumer-sentiment,30,24,0,0,6,1088
2/10/2016,12:34 PM,positioning and reputation,@VariantLending @prashantString @MOR_Financial @LoveyHammel @brobruns @ZBUB757 @agent_hector @alweaver2 @PrimeMaxNOW Appreciate your RTs!,4,,0,4,0,0
2/11/2016,5:37 PM,Capital Markets,"Our latest non-performing loan sale includes approx. 6,500 loans totaling $1.32B, divided amongst four pools. http://fanniemae.com/portal/about-us/media/financial-news/2016/6347.html",48,45,0,0,3,12283
2/11/2016,9:46 AM,"FM Commentary, Multifamily",Lower-income renters are losing ground in #multifamily rental housing stock since 2005: http://fanniemae.com/portal/about-us/media/commentary/021116-mota-zahalak.html,35,24,0,2,9,32832
2/11/2016,8:15 AM,Capital Markets,"We've priced our latest Connecticut Avenue Securities risk sharing transaction, further reducing taxpayer risk: http://fanniemae.com/portal/about-us/media/financial-news/2016/6348.html",27,22,0,2,3,3780
2/11/2016,7:40 PM,HPSI,Jan. Home Purchase Sentiment Index shows housing affordability issues may be impacting consumer housing outlook: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,26,17,1,1,7,2192
2/11/2016,12:39 PM,​,"Great job, Charmaine! https://t.co/HSJcL2p5U6",0,,0,0,0,0
2/12/2016,9:29 AM,Mobile,Ready to buy your first home? The HOME by Fannie Mae #mobileapp can help. Available on iPhone and Android: www.knowyouroptions.com/homeapp,63,42,0,10,11,9117
2/12/2016,11:34 AM,The Home Story,"Lenders, there may be an opportunity for you to meet borrowers' needs through mobile tech: http://www.thehomestory.com/lenders-and-borrowers-differ-on-priorities-for-use-of-mobile-technology/",39,29,1,3,6,2373
2/12/2016,3:49 PM,Weekly Note,How does our Economic + Strategic Research Group the latest economic news and data? Here's their Weekly Note: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_021216.pdf,19,15,2,1,1,447
2/12/2016,2:15 PM,Capital Markets,ICYMI: We've priced our latest Connecticut Ave. Securities credit risk sharing transaction. http://fanniemae.com/portal/about-us/media/financial-news/2016/6348.html,17,16,0,0,1,173
2/12/2016,10:10 AM,positioning and reputation,@MissionCapital @Hope_LoanPort @louisbaca @Hortenserulz @TomGarveyLO @philmount @vannienicholson @BetterCallFigs Thx for the RTs!,5,,1,4,0,0
2/13/2016,8:17 PM,The Home Story,4 in 10 consumers don't know what the minimum down payment requirements are for a mortgage: http://www.thehomestory.com/14934-2/,89,60,0,8,21,21778
2/13/2016,10:13 AM,HomeReady,HomeReady's a mortgage product for helping creditworthy borrowers. Learn more here: https://www.fanniemae.com/singlefamily/homeready,62,49,0,7,6,10287
2/14/2016,11:37 AM,Curation,What are possible pros and cons of a cash-out refinance? @debbie_kearns weighs in: https://www.nerdwallet.com/blog/mortgages/refinance-cash-out/,88,67,0,7,14,14457
2/15/2016,8:41 PM,"FM Commentary, Multifamily",Approx. 52% of the 84K multifamily rental units lost between 2011-2013 were affordable to very low income renters: http://fanniemae.com/portal/about-us/media/commentary/021116-mota-zahalak.html,64,50,3,3,8,14343
2/15/2016,9:19 AM,positioning and reputation,"Our offices are closed today, 2/15/16, in honor of #PresidentsDay. We will resume regular business hours tomorrow.",12,,0,10,2,229
2/16/2016,8:47 AM,The Home Story,Should you rent or buy when living in an expensive housing market? Here's what some experts say: http://www.thehomestory.com/14928-2/,149,141,0,2,6,9468
2/16/2016,8:07 PM,Curation,Here are 5 ways you can be ready to buy a home: http://www.zillow.com/blog/ease-home-buying-anxiety-192511/ Via @Zillow.,72,55,0,4,13,5839
2/16/2016,2:16 PM,HomeReady,HomeReady is for credit-worthy borrowers meeting our underwriting guidelines. Learn more: https://www.fanniemae.com/singlefamily/homeready,34,29,0,2,3,6918
2/16/2016,6:39 PM,Mobile,The HOME by Fannie Mae #mobileapp can help you through the #homebuying process. Available on iPhone and Android: www.knowyouroptions.com/homeapp,15,11,0,3,1,1523
2/16/2016,10:26 AM,positioning and reputation,@oregonhousing @Stringrealest @TeamUSA1 @MJGRealtor @davidnotdave @marshamarsha77 @PTMaddiganEsq @POCONOREAGENT Appreciate your RTs!,3,,0,3,0,0
2/17/2016,4:39 PM,Curation,Should you buy a home while still paying student loans? @CNNMoney offers their take: http://money.cnn.com/2016/02/09/pf/home-buying-student-loans-down-payment-options/index.html,53,45,0,2,6,11433
2/17/2016,12:13 PM,"FM Commentary, Multifamily","Fewer affordable #multifamily rental units available to low income renters, our research finds: http://fanniemae.com/portal/about-us/media/commentary/021116-mota-zahalak.html #affordablehousing",51,40,0,3,8,2296
2/17/2016,9:03 AM,Economic & Housing Outlook,2016 shows mod. econ. growth amid financial market turmoil. Feb. Econ. + Housing Outlook: http://fanniemae.com/portal/research-and-analysis/emma.html,29,17,1,4,7,15170
2/17/2016,7:16 PM,Economic & Housing Outlook,"Tightening labor mkt may help increase wages, consumer spending, @D2_Duncan says. His Feb. Econ. & Housing Outlook: http://fanniemae.com/portal/research-and-analysis/emma.html",28,21,1,1,5,339
2/17/2016,10:41 AM,Multifamily,What may 2016 have in store for #multifamily housing? @Kim_Betancourt givs you the rundown in this short video: https://youtu.be/vQBmyCDQPQ0,19,15,0,2,2,553
2/17/2016,5:07 PM,positioning and reputation,@PEMCOLTD @ptbrennan @Jascierto @changericj @robert_chiniquy @capleen @kimwbragg @dianaltmorris @Omegaproducts Thx for retweeting!,7,,3,4,0,0
2/18/2016,8:36 AM,positioning and reputation,Get the latest research from our Economics & Strategic Research Group. Subscribe today: http://fanniemaeblog.tumblr.com/,43,34,0,4,5,1763
2/18/2016,8:56 PM,HomeReady,HomeReady provides responsible flexibility for low- to mod-income creditworthy borrowers: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,41,30,0,3,8,9777
2/18/2016,11:48 AM,positioning and reputation,@ShopWithElking @WeismullerKatt @nicholasdunlap @MtgCoop @wrginaples @rubyrosener @AOKellum @WhichDegree Appreciate your RTs!,4,,0,2,2,2155
2/19/2016,8:07 AM,FMQ4 2015,"In 2015, we reported our 4th consecutive year of profitability. http://fanniemae.com/portal/about-us/media/financial-news/2016/6354.html #FMQ42015",102,83,1,6,12,6193
2/19/2016,9:06 PM,FMQ4 2015,Earlier today we announced our 2015 financial results and the progress we made last year: http://fanniemae.com/portal/about-us/media/financial-news/2016/6354.html,82,50,0,15,17,27208
2/19/2016,8:13 AM,FMQ4 2015,Real reform is happening every day. We believe this dynamic will continue. #FMQ42015,54,,8,19,27,26870
2/19/2016,8:09 AM,FMQ4 2015,We expect to pay @USTreasury another $2.9B in dividends by March 31. #FMQ42015,53,,4,21,28,25552
2/19/2016,8:14 AM,FMQ4 2015,Learn more about the progress we're making to become America's most valued housing partner: http://fanniemae.com/progress #FMQ42015,21,18,0,2,1,6
2/19/2016,3:07 PM,Weekly Note,"This week our Econ. + Strategic Research Team analyzes #housing starts, inflation, #ConsumerPrice Index + more: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_021916.pdf",11,10,0,0,1,3647
2/19/2016,8:00 AM,FMQ4 2015,"In a few minutes, we will update you on our Q4 2015 and full year 2015 financial results. Follow along @ #FMQ42015",8,,0,3,5,4759
2/19/2016,2:06 PM,positioning and reputation,@Easyrentweb @TheDurangoTeam @AndrewSzalay @annielrealtor @rubyrosener @chrisellaloans @ohsjustincooper @Tutankhamun94 Thx for the RTs!,5,,2,3,0,0
2/20/2016,8:42 PM,Mobile,Wondering how much home can you afford? Download our #mobileapp for help thru the homebuying process: www.knowyouroptions.com/homeapp,60,44,0,7,9,46744
2/20/2016,12:14 PM,Economic & Housing Outlook,"ICYMI: @D2_Duncan and team stick w/ '16 theme, but see reasons for optimism in housing this year. http://fanniemae.com/portal/research-and-analysis/emma.html",28,25,0,1,2,147
2/21/2016,9:29 AM,Curation,Anxious about buying a home? These 5 steps can help you be prepared for homeownership: http://www.zillow.com/blog/ease-home-buying-anxiety-192511/,156,118,0,10,28,15960
2/21/2016,9:11 PM,The Home Story,Here are housing markets @realtordotcom and @trulia say will be hot in 2016. Are they in your neck of the woods? http://www.thehomestory.com/14825-2/,94,87,0,3,4,44025
2/22/2016,11:34 AM,The Home Story,"We're helping lenders, borrowers use tech in securing a mortgage. Find out how: http://www.thehomestory.com/where-do-ideas-for-mortgage-apps-come-from-a-look-inside-fannie-maes-inlab/",58,46,0,4,8,7287
2/22/2016,7:40 PM,Curation,Find out what @daily_finance says are 6 mortgage mistakes you can make: http://www.dailyfinance.com/2016/02/04/the-6-worst-mortgage-mistakes-you-can-make/,36,32,0,2,2,147
2/22/2016,3:25 PM,Mobile,"Thank you, @BestAppAwards, for naming our HOME app the best user interface for mobile apps! https://bestmobileappawards.com/app-submission/home-by-fannie-mae-mobile-app",29,25,1,0,3,342
2/23/2016,8:37 PM,FMQ4 2015,ICYMI: Last week we reported our 2015 financial results. Details here: http://fanniemae.com/portal/about-us/media/financial-news/2016/6354.html,62,33,2,13,14,3556
2/23/2016,3:49 PM,Mobile,#HomeTipTuesday: Shop around before choosing a mortgage lender. Download HOME for more tips: http://www.knowyouroptions.com/homeapp/,43,33,0,5,5,1401
2/23/2016,11:27 AM,"FM Commentary, Multifamily","A #multifamily customer improves the lives of low-income seniors @HotelOakland, and we're helping support it. http://fanniemae.com/portal/about-us/media/commentary/022316-simpson.html",26,22,1,1,2,1828
2/23/2016,9:32 AM,The Home Story,"Borrowers, lenders differ on priorities for using mobile technology: http://www.thehomestory.com/lenders-and-borrowers-differ-on-priorities-for-use-of-mobile-technology/",22,14,1,4,3,1076
2/23/2016,10:44 AM,positioning and reputation,@jillhrichardson @hlm2nd @drosenberg_esq @tangiappraiser @RealtorLeighDC @AndreaCPowell2 @Barbara_Cochlin @vintage_bond Appreciate your RTs!,5,,1,3,1,115
2/24/2016,9:15 PM,The Home Story,How's the American home changing? Some examples were on display at @IBSVegas last month: http://www.thehomestory.com/answering-the-call-from-todays-homebuyers/,72,64,2,2,4,9417
2/24/2016,12:36 PM,positioning and reputation,"Everyone's talking about Millennials. Get some of our economists', analysts' insights on this important demographic: http://fanniemaeblog.tumblr.com/tagged/Millennials",60,53,0,2,5,9475
2/24/2016,2:36 PM,"FM Commentary, Mortgage Lender Sentiment Survey",Will 2016 be a year of growth for mortgage lenders? Here's what lenders tell us: http://fanniemae.com/portal/about-us/media/commentary/022416-duncan.html,41,34,1,1,5,5848
2/25/2016,10:34 AM,Capital Markets,Today we're announcing that @njclf is the winning bidder of our 2nd Community Impact Pool of non-performing loans. http://fanniemae.com/portal/about-us/media/financial-news/2016/6356.html,102,95,0,2,5,1343
2/25/2016,7:27 PM,"FM Commentary, Mortgage Lender Sentiment Survey",Nearly 9 out of 10 mortgage lenders cite compliance risk as their top concern in '16: http://fanniemae.com/portal/about-us/media/commentary/022416-duncan.html,36,29,1,1,5,3294
2/25/2016,1:04 PM,Capital Markets,Announcement: Our 2016 Connecticut Avenue Securities Issuance Calendar is now available. http://www.fanniemae.com/portal/about-us/media/financial-news/2016/6355.html,21,19,0,2,0,0
2/25/2016,11:16 AM,positioning and reputation,@NJCLF @Equity_Prime @FrontRangeHome @inbankexecutive @MarkTWhitmire @latina_re @blackstonecons @REOCO @GiomarVasquez Thx for retweeting!,5,,0,5,0,0
2/26/2016,8:51 AM,"The Home Story, Twitter Chat",Get your homebuying questions answered during the #MyHomeChat on March 3. Details: http://www.thehomestory.com/looking-for-mortgage-advice-ask-the-experts-via-twitter-on-march-3/,42,28,1,4,9,9488
2/26/2016,8:29 PM,positioning and reputation,"You're following us here, but are we connected on Facebook? https://www.facebook.com/fanniemae",20,20,0,0,0,0
2/26/2016,3:34 PM,Capital Markets,.@njclf is the winning bidder for our second Community Impact Pool of non-performing loans. http://fanniemae.com/portal/about-us/media/financial-news/2016/6356.html,16,16,0,0,0,0
2/27/2016,12:35 PM,"The Home Story, Twitter Chat",Kick-off spring homebuying season w/ the #MyHomeChat on March 3. Moderated by @Glink. Here's how to participate: http://www.thehomestory.com/looking-for-mortgage-advice-ask-the-experts-via-twitter-on-march-3/,115,95,0,9,11,15452
2/27/2016,9:26 PM,Mobile,"HOME by @FannieMae, an app for homebuyers + homeowners, has been named Best User Interface by @BestAppAwards. https://bestmobileappawards.com/app-submission/home-by-fannie-mae-mobile-app",47,34,0,6,7,2305
2/28/2016,11:47 AM,The Home Story,"If you live in a popular market, is it better to own or rent? One economist weighs in:  http://www.thehomestory.com/to-own-or-rent-overvalued-markets/",71,60,1,3,7,585
2/28/2016,9:14 PM,The Home Story,We're at the forefront of using tech to make it easier for lenders to do their job. Here's what we're doing: http://www.thehomestory.com/where-do-ideas-for-mortgage-apps-come-from-a-look-inside-fannie-maes-inlab/,42,33,0,6,3,159
2/29/2016,8:55 AM,FMQ4 2015,"We have a hand in helping ppl buy, refi, rent homes. Here's what we accomplished last year: http://fanniemae.com/progress/index.html",51,36,0,7,8,15558
2/29/2016,1:25 PM,The Home Story,.@DianaOlick reports multigenerational households are increasing. Is the housing industry responding? http://www.thehomestory.com/extended-households-are-on-the-rise-so-is-the-housing-industry-reacting-fast-enough,29,24,0,0,5,339
2/29/2016,10:35 AM,positioning and reputation,@BBlackwell @Glink @theaptpeep @AllotRealty @sandybonney @goreQuire @FrameworkHome @HRtalentfinder @PNSincRoc Appreciate your RTs!,3,,0,3,0,0
3/1/2016,2:54 PM,Mobile,Overwhelmed by the buying process? Get help from a trusted resource.  #HomeTipTuesday http://www.knowyouroptions.com/homeapp/,55,43,1,4,7,10562
3/1/2016,8:07 PM,"The Home Story, Twitter Chat","On Thursday, join us for the #MyHomeChat Twitter chat, hosted by @Glink. http://www.thehomestory.com/looking-for-mortgage-advice-ask-the-experts-via-twitter-on-march-3/",31,24,0,4,3,4262
3/1/2016,10:15 AM,Mobile,Discover the app @BestAppAwards named Best Mobile App User Interface: http://www.knowyouroptions.com/homeapp/,16,14,0,1,1,6
