Date,Time,Labels,Text (Click to drill to Message Detail),# of Messages,Twitter Engagement,Clicks,Twitter Replies,Twitter Likes,Twitter Retweets,Twitter Retweet Audience
11/20/2015,10:48 AM,Multifamily,Congrats to our @ChrissaPagitsas on winning the @USGBC 2015 Leadership Award! #Greenbuild,1,20,,0,11,9,105202
11/20/2015,11:32 AM,The Home Story,"And now, here's a Millennial who sacrificed and worked to save up for her down payment: http://www.thehomestory.com/tbt-how-i-saved-for-my-down-payment/  #ReadySetHome",1,71,62,0,5,4,2638
11/20/2015,2:55 PM,FM Commentary,"Today we're launching Fannie Mae Connect, to bring multiple reporting applications into one convenient location: http://fanniemae.com/portal/about-us/media/commentary/112015-lawless-bhogaraju.html",1,29,21,0,4,4,1647
11/20/2015,4:36 PM,positioning and reputation,One of our latest Credit Insurance Risk Transfer transactions includes our first-ever deal w/ a multi-line insurer: http://fanniemae.com/portal/about-us/media/financial-news/2015/6319.html,1,13,10,0,3,0,0
11/21/2015,9:14 AM,Economic & Housing Outlook,"ICYMI: Our latest Economic + Housing Outlook is out. See what @D2_Duncan and team expect to finish '15, start '16: http://fanniemae.com/portal/about-us/media/financial-news/2015/6318.html",1,35,33,0,1,1,198
11/22/2015,11:20 AM,FM Commentary,We've sold over $12.4B through our Conn. Ave. Securities (CAS) program. How else is CAS making a difference? http://www.fanniemae.com/portal/about-us/media/commentary/111815-davis.html,1,44,39,0,2,3,6423
11/22/2015,8:42 PM,Mobile,Wondering how much home can you afford? Download our #mobileapp for help thru the homebuying process: www.knowyouroptions.com/homeapp,1,48,26,0,8,14,40499
11/23/2015,9:24 AM,positioning and reputation,Have you checked out our YouTube channel yet? Here's a quick look: http://youtube.com/FannieMaeWeb,1,61,51,1,3,6,21075
11/23/2015,11:50 AM,positioning and reputation,@USGBC @SBRealEstateOKC @malcurato3 @PEMCOLTD @4greengirl @girardbcp @maggielalor5 @Patty_Arvielo @DetricW1980 Thx for retweeting!,1,2,,0,2,0,0
11/23/2015,1:32 PM,FM Commentary,It's been 2 yrs of increasing priv. capital and reducing taxpayer risk w/ our Connecticut Avenue Securities program. http://www.fanniemae.com/portal/about-us/media/commentary/111815-davis.html,1,36,30,0,1,5,1801
11/23/2015,6:46 PM,FM Commentary,"Fannie Mae Connect is here. Now get easy, self-service access to data, reports, and analytics you need: http://fanniemae.com/portal/about-us/media/commentary/112015-lawless-bhogaraju.html",1,56,47,0,4,5,4924
11/24/2015,10:44 AM,The Home Story,First-time homebuyer @Keosha shares her final walk-through experience. http://www.thehomestory.com/ready-or-not-its-time-walk-through-and-paperwork-delays/  #ReadySetHome,1,67,55,0,8,4,3239
11/24/2015,4:38 PM,positioning and reputation,Stay on top of the latest industry news and insights by subscribing to our YouTube channel: http://youtube.com/FannieMaeWeb,1,31,24,1,2,4,7490
11/24/2015,9:22 PM,The Home Story,"While buying a home can be exciting, it can also rattle your nerves. Here's @Keosha's experience: http://www.thehomestory.com/the-many-stages-of-homebuying-anxiety/ #ReadySetHome",1,27,24,1,2,0,0
11/25/2015,8:29 AM,FMQ32015,"By Dec. 31, we expect to pay another $2.2 billion to Treasury. (Dividend payments do not offset prior draws.)",1,55,,8,22,25,12896
11/30/2015,9:20 AM,Mobile,Did you hear? Our HOME #mobileapp is a @mobileXawards' finalist. See what all the buzz is about: http://www.knowyouroptions.com/homeapp/.,1,37,28,0,4,5,3233
11/30/2015,3:34 PM,The Home Story,This 1st-time homebuyer shares how she dealt with the anxiety that comes w/ buying a home: http://www.thehomestory.com/the-many-stages-of-homebuying-anxiety/,1,132,119,0,5,8,58392
12/1/2015,10:12 AM,Multifamily,"In new #Multifamily Market Commentary, @Kim_Betancourt looks @ the gap between demand, supply of affordable rentals. https://youtu.be/OCjxtmCJQqI",1,22,15,0,3,4,41328
12/1/2015,2:04 PM,positioning and reputation,@VariantLending @kurtgrela @closewithrose @yemovii @fozzgator @LeftCoastREBeat @joalan27 @FICODr @sheacurran Appreciate your RTs!,1,2,,0,2,0,0
12/1/2015,6:24 PM,Access to Credit,Here's a lending option aimed at helping creditworthy borrowers w/ lower + moderate incomes: https://www.fanniemae.com/singlefamily/homeready,1,107,84,0,7,16,19039
12/2/2015,4:28 PM,Multifamily,Find out what we're doing in the green #multifamily space: https://www.fanniemae.com/multifamily/green-initiative #GreenBuild,1,31,23,0,4,4,2175
12/2/2015,7:20 PM,Multifamily,Not enough afforable rental units are being built to keep up w/ demand. Our latest #Multifamily Market Commentary: https://youtu.be/OCjxtmCJQqI,1,41,28,1,5,7,16740
12/3/2015,10:32 AM,FM Commentary,Creditworthy repeat homebuyers w/ mid-range credit scores are struggling. Our analysis: http://fanniemae.com/portal/about-us/media/commentary/120315-landis.html,1,34,23,1,3,7,14287
12/3/2015,2:19 PM,FM Commentary,Creditworthy repeat homebuyers w/ mid-range credit scores are struggling. Our analysis: http://fanniemae.com/portal/about-us/media/commentary/120315-landis.html,1,49,39,1,2,7,11910
12/3/2015,8:35 PM,The Home Story,The difference between a home's sale price and appraised value matters. Find out why: http://www.thehomestory.com/sale-price-vs-appraised-or-market-value-2/,1,124,115,0,4,5,4805
12/4/2015,8:40 AM,positioning and reputation,@HUDNY_NJ @HUDSouthwest @orlandohomeloan @ChrisHammondWF @BACox @mbreston @WeAreMortgages @MassAdvisors @KellyAMcGovern Thx for retweeting!,1,1,,0,1,0,0
12/4/2015,10:29 AM,Jobs Report,.@D2_Duncan says Nov. #jobsreport continues to show an upbeat picture of the labor market. His full comment: http://fanniemaeblog.tumblr.com/post/134529133462/todays-november-jobs-report-continues-to-show-an,1,37,33,0,2,2,110
12/4/2015,3:04 PM,FM Commentary,"While repeat homebuyers struggle, 1st-time buyers are on average up by 45% vs. 2002. http://fanniemae.com/portal/about-us/media/commentary/120315-landis.html",1,50,31,2,8,9,14102
12/4/2015,5:15 PM,Mobile,Ready to buy your first home? The HOME by Fannie Mae #mobileapp can help. Available on iPhone and Android: www.knowyouroptions.com/homeapp,1,66,52,0,7,7,50805
12/5/2015,10:40 AM,positioning and reputation,The serious delinquency rate on our single-family loans continued to decrease in Q3. http://fanniemae.com/progress/building.html,1,81,60,1,8,12,12193
12/6/2015,6:26 PM,The Home Story,Understanding the difference between a property's market value and its sale price is important for homebuyers. http://www.thehomestory.com/sale-price-vs-appraised-or-market-value-2/,1,112,94,0,5,13,30612
12/7/2015,8:41 AM,HPSI,Home Purchase Sentiment Index down 2.4 points as consumers report lower income prospects: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,5,5,0,,,2517
12/7/2015,8:55 AM,HPSI,Home Purchase Sentiment Index down 2.4 points as consumers report lower income prospects: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,65,57,0,2,6,29460
12/7/2015,9:08 AM,positioning and reputation,"We're financing a $2.7B deal to preserve affordability in #StuyTown, one of NYC's largest housing developments. http://www.fanniemae.com/portal/about-us/media/corporate-news/2015/6322.html",1,65,53,1,4,7,2217
12/7/2015,4:49 PM,positioning and reputation,@MsNashville @MannMortgageRno @northshoregrate @Nasirimmaculate @MarshallLeslie @kevintcallahan @TreyGarrisonInc Appreciate your RTs!,1,3,,1,2,0,0
12/7/2015,7:55 PM,HPSI,Economy continues to drag housing upward despite lackluster consumer financial sentiment: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,40,31,0,2,7,232
12/8/2015,9:52 AM,positioning and reputation,Stay on top of what consumers are telling us in one easy-to-follow place: http://fanniemaeblog.tumblr.com/tagged/consumer-sentiment,1,41,33,0,3,5,3102
12/8/2015,10:40 AM,positioning and reputation,Our latest technology release will make it easier for servicers to help borrowers: http://fanniemae.com/portal/about-us/media/corporate-news/2015/6323.html,1,34,27,0,2,5,12036
12/8/2015,11:19 AM,positioning and reputation,@RobbyKnight @chrisellaloans @only1Shell @jenmj120 @ClearwaterBK @jorgecrivelli @TroyLaneJones @EquipmentToday Thx for retweeting!,1,3,,1,2,0,0
12/8/2015,9:03 PM,positioning and reputation,We're financing and helping to preserve affordability in one of NYC's largest housing developments. http://www.fanniemae.com/portal/about-us/media/corporate-news/2015/6322.html #StuyTown,1,34,24,0,4,6,13670
12/9/2015,3:29 PM,HPSI,ICYMI: Housing affordability and tight supply may be limiting consumer housing sentiment amid slow income growth: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,19,15,0,1,3,1711
12/9/2015,6:25 PM,positioning and reputation,We're making it easier for servicers to help struggling borrowers. Learn about our latest technology update: http://fanniemae.com/portal/about-us/media/corporate-news/2015/6323.html,1,29,22,1,2,4,12834
12/10/2015,9:38 AM,FM Commentary,Survey reveals significant gaps in consumer knowledge of the requirements to qualify for a mortgage: http://fanniemae.com/portal/about-us/media/commentary/121015-palim.html,1,65,49,0,4,12,4654
12/10/2015,12:55 PM,positioning and reputation,We are suspending evictions on foreclosed single-family properties this holiday season. http://fanniemae.com/portal/about-us/media/corporate-news/2015/6324.html,1,81,60,1,7,13,6260
12/10/2015,4:40 PM,positioning and reputation,@Keith_Wasserman @dianaltmorris @ReneeDrumm_ePRO @Tech_Sharer @Mossbw08 @NancyRBowers @Brucehadams @AgntAlexAguilar Appreciate your RTs!,1,5,,0,5,0,0
12/10/2015,7:35 PM,HomeReady,HomeReady's a mortgage product for helping creditworthy borrowers. Learn more here: https://www.fanniemae.com/singlefamily/homeready,1,58,45,0,3,10,4677
12/11/2015,1:15 PM,positioning and reputation,@ConsumersFirst @PaulPsian @jeanne7303 @TheWhitsonator @marisahunter @lpetersonre @TOPSSoft @PREMIERHOMESTX @HudsonBlueLLC Thx for the RTs!,1,5,,0,4,1,2553
12/11/2015,3:44 PM,FM Commentary,4 out of 10 consumers surveyed say they don't know the minimum down payment required to secure a mortgage: http://fanniemae.com/portal/about-us/media/commentary/121015-palim.html,1,90,65,2,6,17,28841
12/12/2015,9:58 AM,HomeReady,"Our enhanced financing option, HomeReady, is available today. Here's what you need to know: https://knowyouroptions.com/homeready",1,87,70,0,5,12,3373
12/13/2015,8:36 PM,positioning and reputation,"Everyone's talking about Millennials. Get some of our economists', analysts' insights on this important demographic: http://fanniemaeblog.tumblr.com/tagged/Millennials",1,74,64,2,4,4,16007
12/14/2015,9:44 AM,HomeReady,"Say ""hello"" to HomeReady, an enhanced affordable mortgage product for today's homebuyers: https://knowyouroptions.com/homeready",1,82,60,0,7,15,8131
12/14/2015,12:51 PM,positioning and reputation,@TSAHC @FrameworkHome @MoorparkRealtor @mortgage_dan @BriarwoodRE @Modecoconstruct @JuliaPergolini @SGREDallas Appreciate your RTs!,1,2,,0,2,0,0
12/14/2015,4:23 PM,The Home Story,"In a sea of economic indexes, our Home Purchase Sentiment Index is focused on housing: http://www.thehomestory.com/new-monthly-index-is-all-about-housing/",1,42,33,1,1,7,14993
12/15/2015,10:32 AM,Economic & Housing Outlook,Continued econ. growth expected despite Q4 weakness. Our Dec. Econ. + Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2015/6325.html,1,79,67,0,3,9,3475
12/15/2015,2:14 PM,positioning and reputation,@thebettsteam @bphof21 @bcynic @ChrisDonaldson1 @JoeARealtor @scottrealty1130 @MtgCoop @craigalong @BenchmarkW @MHA4You Thx for the RTs!,1,4,,0,4,0,0
12/15/2015,2:14 PM,The Home Story,Our multifamily economics team discovered Raleigh is one of the cities attracting young renters: http://www.thehomestory.com/what-makes-raleigh-a-hip-and-affordable-place-to-be/,1,28,22,0,2,4,4112
12/15/2015,4:12 PM,Multifamily,The latest from our #Multifamily Green Wire: https://t.co/OblBfPiw3T. https://t.co/tfU7PPEaAZ,1,4,,0,2,2,104095
12/15/2015,7:38 PM,Economic & Housing Outlook,"Our Econ. + Strategic Research Group expects 2.2% econ. growth for '15, but what about 2016? Here's their outlook: http://fanniemae.com/portal/about-us/media/financial-news/2015/6325.html",1,28,25,1,1,1,31
12/16/2015,9:09 AM,FM Commentary,The # of young homeowners in the U.S. has declined for decades. Could that be changing? http://fanniemae.com/portal/about-us/media/commentary/121615-simmons.html,1,78,61,0,6,11,3058
12/16/2015,1:22 PM,Economic & Housing Outlook,"Our latest Econ. + Housing Outlook predicts econ. growth for '15, into 16. Get the details: http://fanniemae.com/portal/about-us/media/financial-news/2015/6325.html",1,28,22,0,1,5,3302
12/16/2015,3:54 PM,positioning and reputation,".@D2_Duncan calls today's #FedDecision ""one small step on an overdue journey for the Fed."" See his full comment: http://fanniemaeblog.tumblr.com/post/135336621647/this-is-one-small-step-on-an-overdue-journey-for",1,33,29,0,0,4,5738
12/16/2015,8:22 PM,The Home Story,.@CEDIA's recent expo put #SmartHome tech in the spotlight. Here's an inside look: http://www.thehomestory.com/the-smart-homes-of-the-future-today/,1,39,29,0,6,4,20393
12/17/2015,9:06 AM,Mortgage Lender Sentiment Survey,"Lenders expect to further ease mortgage credit standards, latest survey finds: http://fanniemae.com/portal/about-us/media/corporate-news/2015/6328.html",1,54,44,0,0,10,2941
12/17/2015,10:54 AM,positioning and reputation,We have completed our final Credit Insurance Risk Transfer transaction of 2015: http://fanniemae.com/portal/about-us/media/financial-news/2015/6329.html,1,34,29,0,1,4,639
12/17/2015,11:32 AM,positioning and reputation,@buildingfree @KevinismyBroker @DanielleSamalin @krayan_era @farrell333 @johnseroka @kylepsouza @bzbx @glanceclock Appreciate your RTs!,1,2,,0,2,0,0
12/17/2015,12:43 PM,The Home Story,"When it comes to #SmartHome tech, can you have too much of a good thing? Architect Lorenzo Apicella weighs in: http://www.thehomestory.com/todays-home-is-becoming-a-smart-machine-an-interview-with-lorenzo-apicella/",1,31,28,0,3,0,0
12/17/2015,8:15 PM,Mobile,Ready to buy your first home? The HOME by Fannie Mae #mobileapp can help. Available on iPhone and Android: www.knowyouroptions.com/homeapp,1,67,51,0,8,8,1302
12/18/2015,9:38 AM,The Home Story,"#SmartHome tech is changing how we live, but is it putting us at risk? Find out: http://www.thehomestory.com/can-a-smart-home-be-too-smart/",1,38,32,1,2,3,11010
12/18/2015,11:29 AM,positioning and reputation,@CEDIA @CEDIA_Vin @ShenitaPerritt @CGBoyceRE @mcnabbrealtor @GeoffCooper_mtg @StCasimirsBank @CME4mortgage @allyicat Thx for retweeting!,1,3,,0,3,0,0
12/18/2015,2:42 PM,FM Commentary,"During the last two years, the slide in young adult homeownership moderated. What might this mean for the market? http://fanniemae.com/portal/about-us/media/commentary/121615-simmons.html",1,26,22,1,1,2,11327
12/18/2015,5:12 PM,Mortgage Lender Sentiment Survey,".@D2_Duncan says some lenders cite HomeReady mortgage ""to explain their expectations for easing credit standards."" http://fanniemae.com/portal/about-us/media/corporate-news/2015/6328.html",1,38,32,0,2,4,11545
12/19/2015,11:24 AM,The Home Story,What goes into our monthly Home Purchase Sentiment Index? Find out: http://www.thehomestory.com/new-monthly-index-is-all-about-housing/,1,29,20,0,5,4,13580
12/20/2015,7:27 PM,The Home Story,What #SmartHome tech may be coming to a home near you? Find out: http://www.thehomestory.com/the-smart-homes-of-the-future-today/,1,30,22,0,4,4,10499
12/21/2015,9:26 AM,The Home Story,This city is emerging as a haven for Millennials. Can you guess where it is? http://www.thehomestory.com/what-makes-raleigh-a-hip-and-affordable-place-to-be/,1,210,194,2,7,7,12159
12/21/2015,3:39 PM,positioning and reputation,Are you on LinkedIn? So are we! Follow us here: https://www.linkedin.com/company/fannie-mae-corporation_19722,1,17,15,0,2,0,0
12/21/2015,7:17 PM,FM Commentary,Resumed growth in # of young homeowners could have several housing market implications. Patrick Simmons explains: http://fanniemae.com/portal/about-us/media/commentary/121615-simmons.html,1,25,23,0,1,1,249
12/22/2015,10:15 AM,The Home Story,"Many of today's homebuyers want a faster, simpler home buying process. These 5 innovations may help: http://www.thehomestory.com/5-innovations-that-are-making-it-easier-to-buy-a-home/",1,53,45,0,1,7,2715
12/22/2015,2:22 PM,FM Commentary,Tap into FM Commentary for important insights on the housing industry:  http://fanniemae.com/portal/about-us/media/commentary/index.html,1,19,17,0,1,1,1341
12/22/2015,7:31 PM,The Home Story,Along w/ the benefits of #SmartHome technology come some risks. Here's some of what you need to know: http://www.thehomestory.com/can-a-smart-home-be-too-smart/,1,29,21,0,2,6,10962
12/23/2015,9:39 AM,Mobile,The HOME by Fannie Mae #mobileapp can help you through the #homebuying process. Available on iPhone and Android: www.knowyouroptions.com/homeapp,1,46,33,0,6,7,12489
12/23/2015,3:34 PM,The Home Story,Here are 5 innovations making home buying a little easier: http://www.thehomestory.com/5-innovations-that-are-making-it-easier-to-buy-a-home/,1,79,61,0,4,14,40539
12/23/2015,7:24 PM,Mortgage Lender Sentiment Survey,Share of lenders expecting to ease standards for GSE-eligible loans climbs to Mortgage Lender Sentiment Survey high: http://fanniemae.com/portal/about-us/media/corporate-news/2015/6328.html,1,22,18,0,1,3,11992
12/24/2015,8:27 AM,positioning and reputation,What have our #economists + #analysts been looking into? Find out: http://fanniemaeblog.tumblr.com/,1,42,40,0,1,1,157
12/24/2015,12:00 PM,positioning and reputation,"Happy holidays! Our offices are closed tomorrow. We will resume regular business hours on Monday, Dec. 28.",1,4,,1,3,0,0
12/26/2015,12:36 PM,HomeReady,Many of today's homebuyers face different challenges than previous generations. That's why we created HomeReady: https://knowyouroptions.com/homeready,1,64,46,1,7,10,12392
12/27/2015,11:42 AM,Mobile,Wondering how much home can you afford? Download our #mobileapp for help thru the homebuying process: www.knowyouroptions.com/homeapp,1,39,36,0,1,2,9454
12/28/2015,9:52 AM,positioning and reputation,Stay on top of what consumers are telling us in one easy-to-follow place: http://fanniemaeblog.tumblr.com/tagged/consumer-sentiment,1,46,38,0,3,5,10067
12/28/2015,5:16 PM,The Home Story,Architect Lorenzo Apicella spoke @CEDIA's recent expo about #SmartHome tech. Here's some of what he said: http://www.thehomestory.com/todays-home-is-becoming-a-smart-machine-an-interview-with-lorenzo-apicella/,1,21,19,1,1,0,0
12/29/2015,10:20 AM,Organization,You can contact our Resource Center (1-800-732-6643) anytime you have a question about an offer you've made on one of our properties.,1,3,,1,1,1,51
12/29/2015,3:06 PM,positioning and reputation,Do you know all the ways you can connect with us in social media? See the complete list: http://fanniemae.com/portal/stay-connected.html,1,25,22,0,2,1,207
12/30/2015,8:34 AM,positioning and reputation,Stay on top of the latest industry news and insights by subscribing to our YouTube channel: http://youtube.com/FannieMaeWeb,1,33,28,0,2,3,679
12/30/2015,1:45 PM,The Home Story,Millennial homebuyers are coming. Is the housing industry too old to serve this generation? http://www.thehomestory.com/are-housing-pros-too-old-for-millennial-buyers/,1,102,85,0,8,9,11527
12/31/2015,9:20 AM,positioning and reputation,@RealtorQ @RMRealtor @taxdoor @rustyabbott @riss_thomas_a @grandted212 @jnummer1 @armydad1250 @HoustonHCDD @CDNinSTL Appreciate your RTs!,1,6,,2,3,1,321
12/31/2015,9:33 AM,HomeReady,"HomeReady is an enhanced mortgage product we're using to help responsible, creditworthy buyers become homeowners. https://knowyouroptions.com/homeready",1,66,48,1,5,12,11927
12/31/2015,1:06 PM,positioning and reputation,Happy New Year! Our offices are closed tomorrow for New Year's Day. We resume regular business hours Monday morning.,1,1,,0,1,0,0
1/2/2016,12:50 PM,positioning and reputation,Want to know what mortgage lenders are saying about their business? Get our economists' + analysts' latest insights: http://fanniemaeblog.tumblr.com/tagged/lending,1,47,40,0,2,5,3464
1/3/2016,11:37 AM,FM Commentary,Are you an FM Commentary reader yet? Here's what's new from our experts: http://fanniemae.com/portal/about-us/media/commentary/index.html,1,40,36,0,1,3,1612
1/4/2016,9:47 AM,The Home Story,Homebuyers are getting younger. Housing industry pros are getting older. Find out if that could be a problem: http://www.thehomestory.com/are-housing-pros-too-old-for-millennial-buyers/,1,88,80,0,3,5,6110
1/4/2016,11:03 AM,positioning and reputation,@twilliamson1981 @jat_toor @pheiberg1 @Calimortgagelif @pceionthemove @lockstepmtg @TahitianaC @GoldensGroup Thanks for retweeting!,1,5,,0,4,1,1252
1/4/2016,3:20 PM,Multifamily,#DidYouKnow? Much single-family rental housing tends to concentrate in certain areas. Find out where: https://youtu.be/66IzGGZOq-w,1,50,45,0,2,3,671
1/4/2016,9:19 PM,The Home Story,Affordable housing isn't just a U.S. problem. Here are some ways to battle the global affordable housing gap: http://www.thehomestory.com/solving-the-worlds-affordable-housing-challenge/,1,35,27,0,3,5,10939
1/5/2016,9:44 AM,HomeReady,"Say ""hello"" to HomeReady, an enhanced affordable mortgage product for today's homebuyers: https://knowyouroptions.com/homeready",1,109,82,0,13,14,7290
1/5/2016,10:33 AM,positioning and reputation,"Homeowners affected by Midwestern #flooding, options are available for mortgage assistance: http://www.fanniemae.com/portal/about-us/media/corporate-news/2016/6334.html #stlflood #flood",1,40,29,0,3,8,35894
1/5/2016,12:32 PM,positioning and reputation,@ChrisOdinet @AnthonyBSanders @CreditDotOrg @scottodron @LeaderBank @21UnitedRealty @TomGarveyLO @cynthiaeades Appreciate your RTs!,1,4,,0,2,2,3560
1/5/2016,2:20 PM,Organization,You can contact our Resource Center (1-800-732-6643) anytime you have a question about an offer you've made on one of our properties.,1,3,,1,1,1,88
1/5/2016,6:39 PM,Multifamily,Institutional investors own only about 1% of nation's detached single-family rental homes. @Kim_Betancourt explains: https://youtu.be/66IzGGZOq-w,1,39,29,1,2,7,11368
1/6/2016,10:33 AM,HomeReady,HomeReady meets the needs of today's credit-worthy borrowers. @mvlerner has the story: https://www.washingtonpost.com/news/where-we-live/wp/2016/01/06/fannie-mae-offers-new-mortgage-program/,1,31,25,0,4,2,201
1/6/2016,1:21 PM,positioning and reputation,Mortgage assistance options are available to those affected by Midwestern #flooding: http://www.fanniemae.com/portal/about-us/media/corporate-news/2016/6334.html #stlflood #flood,1,27,16,0,3,8,11623
1/6/2016,3:07 PM,positioning and reputation,@TGurgick @BarryBergGroup @Mymimicakes @JandBllc @orotribe @Smoove_MB @Howell_Homes @GinnyAllaby @vbisc @c21mmil Thx for retweeting!,1,5,,0,5,0,0
1/6/2016,7:13 PM,Mobile,Ready to buy your first home? The HOME by Fannie Mae #mobileapp can help. Available on iPhone and Android: www.knowyouroptions.com/homeapp,1,38,31,0,3,4,3015
1/7/2016,11:01 AM,HPSI,Home Purchase Sentiment Index up 2.4 points in Dec. as Americans' income prospects improve. http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,24,14,0,3,7,1766
1/7/2016,11:48 AM,positioning and reputation,@JustListedBlog @jdbwrs15 @RoFields @DaphneGMcLean @Sherrieweeks @BobMoss42 @NRHCouncil @DeidraLicata @AaronJernigan1 Appreciate your RTs!,1,3,,0,3,0,0
1/7/2016,2:41 PM,HomeReady,".@mvlerner calls HomeReady ""A new opp. for home ownership (for) credit-worthy low- to moderate-income borrowers:"" https://www.washingtonpost.com/news/where-we-live/wp/2016/01/06/fannie-mae-offers-new-mortgage-program/",1,61,47,0,5,9,3255
1/7/2016,8:31 PM,Multifamily,We're dedicated to #sustainable #multifamily housing. @ChrissaPagitsas talks about our efforts: https://youtu.be/7WWLmJdbW-Q,1,19,16,0,2,1,58
1/8/2016,11:03 AM,Jobs Report,.@D2_Duncan on the construction jobs increase in Dec. #JobsReport. See his full comment: http://fanniemaeblog.tumblr.com/post/136882458317/todays-labor-market-report-was-strong-across-the,1,22,16,0,1,5,12392
1/8/2016,2:34 PM,HPSI,"Consumers reporting income sig. higher than 12 months ago climbs 9 points last month, pushing Dec. HPSI to 83.2. http://fanniemae.com/portal/research-and-analysis/housing-survey.html",1,27,23,0,0,4,1390
1/9/2016,7:36 PM,The Home Story,"With more homebuyers using mobile tech, do lenders need to step up their technology game? http://www.thehomestory.com/shopping-for-a-home-loan-there-may-be-an-app-for-that/",1,35,23,1,6,5,3396
1/10/2016,10:16 AM,HPSI,"ICYMI: Home Purchase Sentiment Index ends '15 up as consumer sentiment about personal finances, economy improves.  http://fanniemae.com/portal/research-and-analysis/housing-survey.html",1,16,12,0,1,3,2715
1/11/2016,10:36 AM,HomeReady,Many of today's homebuyers face different challenges than previous generations. That's why we created HomeReady: https://knowyouroptions.com/homeready,1,69,59,0,5,5,1840
1/11/2016,1:34 PM,The Home Story,"W/ interest rates rising, is now a good time to buy a home? @D2_Duncan weighs in:  http://www.thehomestory.com/is-now-the-right-time-to-buy-a-home/",1,81,73,0,2,6,705
1/11/2016,2:54 PM,positioning and reputation,@RamonaEmmond @MIMCorp112 @jdbwrs15 @massrealty @BACox @ImATXGirl @teamdanore @laedesigns @QualifiedRemod Thx for retweeting!,1,4,,0,4,0,0
1/11/2016,7:30 PM,positioning and reputation,"Did you know we're on Facebook and LinkedIn, too? Here's how to connect w/ us: http://fanniemae.com/portal/stay-connected.html",1,26,22,0,2,2,3
1/12/2016,10:40 AM,HARP refi,"We've surpassed 2MM HARP refinances, helping borrowers save an avg. of nearly $200/month. http://fanniemae.com/portal/about-us/media/corporate-news/2016/6339.html",1,72,47,1,7,17,8375
1/12/2016,2:24 PM,positioning and reputation,"We've announced our 2nd non-performing loan sale that includes non-profits, minority- and women-owned businesses: http://fanniemae.com/portal/about-us/media/financial-news/2016/6337.html",1,59,55,1,0,3,2516
1/12/2016,3:43 PM,positioning and reputation,@StartwithWayne @SouthOf5thMiami @brokergarry @LarryTolchinsky @mrknapp23 @TampaBayInfinit @ORod34 @queenmortgage Appreciate your RTs!,1,4,,0,3,1,739
1/12/2016,9:06 PM,The Home Story,".@NatMortgageNews: @FannieMae's HomeReady ""received near-universal praise"" at a recent industry event: http://www.thehomestory.com/innovative-mortgage-product-from-fannie-mae-helps-more-borrowers-qualify/",1,84,74,1,3,6,13776
1/13/2016,1:40 PM,HARP refi,We've guaranteed over 2 million HARP loans since April '09. Here's a breakdown of these loans by state.,1,9,,0,3,6,12842
1/13/2016,3:16 PM,positioning and reputation,@FHFA @StlCoOEM @MyProEmail @faithschwartz1 @Hope_LoanPort @gnyagg @JesseStroup @mortgagereports @AlanKennedyLoan Thx for retweeting!,1,4,,1,2,1,182
1/13/2016,4:06 PM,positioning and reputation,"Catch @D2_Duncan on @CNBCClosingBell w/ @Kelly_Evans, @BillGriffeth @ approx. 4:40 p.m. today. Doug will share his housing outlook for 2016.",1,3,,0,2,1,2814
1/13/2016,7:11 PM,HomeReady,HomeReady is for credit-worthy borrowers meeting our underwriting guidelines. Learn more: https://www.fanniemae.com/singlefamily/homeready,1,82,62,0,8,12,2325
1/14/2016,9:05 AM,Economic & Housing Outlook,".@D2_Duncan's theme for '16: ""Housing affordability constrains as expansion matures."" The Econ. + Housing Outlook: http://fanniemae.com/portal/research-and-analysis/emma.html",1,22,20,0,0,2,363
1/14/2016,11:46 AM,Economic & Housing Outlook,Miss @D2_Duncan on @CNBCClosingBell? Here Doug appears w/ @kevinolearytv to discuss the 2016 housing market: https://youtu.be/uWzoJ1z3EtA,1,15,14,0,0,1,2813
1/14/2016,3:11 PM,Economic & Housing Outlook,What does @D2_Duncan + team see for 2016? Find out in their annual Econ. + Housing Outlook: http://fanniemae.com/portal/research-and-analysis/emma.html,1,30,24,0,3,3,149
1/14/2016,8:08 PM,The Home Story,"W/ #MLKDay coming, we remember Dr. King's role in helping get the Fair Housing Act passed: http://www.thehomestory.com/what-you-need-to-know-about-mlks-fair-housing-legacy/",1,150,93,4,24,29,32855
1/15/2016,8:46 AM,positioning and reputation,"Our next sale of non-performing loans includes approx. 6,700 loans totaling $1.35 billion: http://fanniemae.com/portal/about-us/media/financial-news/2016/6337.html",1,54,50,0,2,2,427
1/15/2016,10:35 AM,positioning and reputation,"What does @D2_Duncan think housing needs in '16? ""What is required is to see income growth,"" he tells @YahooFinance: http://finance.yahoo.com/news/housing-market-needs-incomes-to-grow--fannie-mae-202526549.html",1,19,16,0,2,1,40
1/15/2016,3:29 PM,HARP refi,"Through over 2MM HARP loans we've guaranteed, borrowers are saving money each month. http://www.thehomestory.com/fannie-mae-announces-harp-milestone-program-has-helped-millions/",1,37,26,0,2,9,3223
